date,year,month,target_region,province_city,latitude,longitude,provider,rainfall_mm,temperature_mean_c,humidity_mean_pct,wind_speed_mean_kph,severity_proxy,source_url,notes
2024-02-01,2024,2,Region V,Camarines Norte,14.1393,121.3113,Open-Meteo,36.5,28.2,68,12.6,0.05,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-02-01,2024,2,Region V,Camarines Sur,13.6930,121.4736,Open-Meteo,47.7,27.2,72,9.2,0.13,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-02-01,2024,2,Region IV-A,Cavite,14.3039,121.5336,Open-Meteo,92.4,26.6,72,11.6,0.15,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-02-01,2024,2,Region IV-A,Laguna,14.2837,121.1904,Open-Meteo,85.0,27.9,70,11.3,0.02,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-02-01,2024,2,Region V,Albay,14.3344,120.6637,Open-Meteo,63.4,27.1,70,12.2,0.08,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-03-01,2024,3,Region IV-A,Batangas,13.9785,120.8894,Open-Meteo,52.0,25.9,68,11.9,0.27,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-03-01,2024,3,Region IV-A,Quezon,13.5355,121.0112,Open-Meteo,57.9,26.6,71,6.4,0.17,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-03-01,2024,3,MIMAROPA,Marinduque,14.1608,121.5553,Open-Meteo,78.9,26.7,72,5.9,0.01,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-03-01,2024,3,Region V,Camarines Norte,13.9028,121.0365,Open-Meteo,37.8,29.8,72,13.5,0.26,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-03-01,2024,3,Region V,Camarines Sur,13.7442,120.6455,Open-Meteo,55.5,27.6,77,11.8,0.02,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-03-01,2024,3,Region IV-A,Cavite,13.7922,120.7223,Open-Meteo,53.5,27.3,88,11.1,0.21,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-03-01,2024,3,Region IV-A,Laguna,13.7950,121.3410,Open-Meteo,70.9,28.1,84,7.1,0.27,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-03-01,2024,3,Region V,Albay,13.6078,121.1154,Open-Meteo,39.9,28.6,70,14.4,0.2,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-04-01,2024,4,Region IV-A,Batangas,13.8990,121.0023,Open-Meteo,37.7,30.3,75,7.3,0.26,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-04-01,2024,4,Region IV-A,Quezon,13.7481,121.1862,Open-Meteo,33.0,26.0,75,14.0,0.03,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-04-01,2024,4,MIMAROPA,Marinduque,13.5920,120.6358,Open-Meteo,74.9,27.5,75,13.2,0.17,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-04-01,2024,4,Region V,Camarines Norte,13.6416,121.2946,Open-Meteo,86.7,27.2,68,5.0,0.08,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-04-01,2024,4,Region V,Camarines Sur,13.6746,121.3381,Open-Meteo,80.3,26.3,73,5.8,0.22,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-04-01,2024,4,Region IV-A,Cavite,14.2516,121.1762,Open-Meteo,88.9,28.1,79,12.2,0.26,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-04-01,2024,4,Region IV-A,Laguna,13.6971,120.9361,Open-Meteo,51.7,27.1,72,10.8,0.09,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-04-01,2024,4,Region V,Albay,13.6839,121.2652,Open-Meteo,80.4,29.0,85,13.2,0.08,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-05-01,2024,5,Region IV-A,Batangas,13.7782,121.5643,Open-Meteo,26.1,30.1,83,13.3,0.12,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-05-01,2024,5,Region IV-A,Quezon,13.5053,120.8048,Open-Meteo,81.0,25.2,86,6.4,0.1,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-05-01,2024,5,MIMAROPA,Marinduque,13.4866,121.3965,Open-Meteo,28.7,26.6,78,5.2,0.1,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-05-01,2024,5,Region V,Camarines Norte,13.5409,121.1746,Open-Meteo,62.7,28.9,82,5.6,0.17,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-05-01,2024,5,Region V,Camarines Sur,14.0226,121.1212,Open-Meteo,43.1,29.0,75,7.1,0.09,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-05-01,2024,5,Region IV-A,Cavite,13.6600,121.1276,Open-Meteo,20.7,29.7,74,4.7,0.2,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-05-01,2024,5,Region IV-A,Laguna,14.0459,121.3640,Open-Meteo,27.9,25.4,75,9.0,0.11,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-05-01,2024,5,Region V,Albay,13.5040,120.6696,Open-Meteo,30.6,26.9,70,8.4,0.21,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-06-01,2024,6,Region IV-A,Batangas,13.9765,121.2757,Open-Meteo,472.3,30.0,87,17.0,0.52,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-06-01,2024,6,Region IV-A,Quezon,13.6867,120.7514,Open-Meteo,424.2,27.1,87,29.2,0.71,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-06-01,2024,6,MIMAROPA,Marinduque,14.3907,121.2475,Open-Meteo,437.4,26.9,73,27.6,0.64,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-06-01,2024,6,Region V,Camarines Norte,14.0160,120.6479,Open-Meteo,282.7,26.0,79,21.8,0.78,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-06-01,2024,6,Region V,Camarines Sur,14.2323,121.2166,Open-Meteo,355.7,26.2,75,18.2,0.74,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-06-01,2024,6,Region IV-A,Cavite,13.8229,120.7346,Open-Meteo,295.5,29.7,70,29.6,0.41,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-06-01,2024,6,Region IV-A,Laguna,14.0722,121.4280,Open-Meteo,333.7,25.3,81,26.5,0.75,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-06-01,2024,6,Region V,Albay,13.9356,120.7312,Open-Meteo,441.4,25.2,80,20.5,0.78,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-07-01,2024,7,Region IV-A,Batangas,13.5258,120.9507,Open-Meteo,336.3,28.1,78,25.1,0.8,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-07-01,2024,7,Region IV-A,Quezon,13.6675,120.6880,Open-Meteo,243.7,27.0,69,17.0,0.71,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-07-01,2024,7,MIMAROPA,Marinduque,13.9267,121.2840,Open-Meteo,413.0,28.4,85,26.5,0.53,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-07-01,2024,7,Region V,Camarines Norte,13.5707,120.8143,Open-Meteo,409.5,29.7,80,15.0,0.71,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-07-01,2024,7,Region V,Camarines Sur,14.3136,121.0028,Open-Meteo,333.9,28.6,80,30.0,0.52,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-07-01,2024,7,Region IV-A,Cavite,14.2879,120.6616,Open-Meteo,350.0,27.8,71,18.8,0.78,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-07-01,2024,7,Region IV-A,Laguna,13.7381,120.9203,Open-Meteo,317.5,26.2,84,32.7,0.61,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-07-01,2024,7,Region V,Albay,14.1943,121.0221,Open-Meteo,267.1,27.7,69,29.7,0.58,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-08-01,2024,8,Region IV-A,Batangas,13.9260,121.5003,Open-Meteo,285.8,30.5,71,26.1,0.71,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-08-01,2024,8,Region IV-A,Quezon,14.2032,121.3227,Open-Meteo,437.6,26.4,79,19.1,0.65,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-08-01,2024,8,MIMAROPA,Marinduque,13.4539,120.6107,Open-Meteo,358.9,28.7,76,25.5,0.53,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-08-01,2024,8,Region V,Camarines Norte,13.5220,121.4836,Open-Meteo,273.1,30.3,79,15.4,0.84,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-08-01,2024,8,Region V,Camarines Sur,14.0602,121.2237,Open-Meteo,448.6,26.4,70,20.1,0.57,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-08-01,2024,8,Region IV-A,Cavite,14.0969,120.6887,Open-Meteo,461.8,28.0,77,29.5,0.51,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-08-01,2024,8,Region IV-A,Laguna,13.4563,120.9187,Open-Meteo,282.2,25.5,85,16.0,0.5,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-08-01,2024,8,Region V,Albay,13.8479,120.6288,Open-Meteo,381.3,30.1,84,32.8,0.44,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-09-01,2024,9,Region IV-A,Batangas,13.4819,120.7551,Open-Meteo,299.7,25.8,81,20.7,0.77,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-09-01,2024,9,Region IV-A,Quezon,14.3401,121.1133,Open-Meteo,328.7,27.0,71,32.8,0.49,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-09-01,2024,9,MIMAROPA,Marinduque,13.7213,121.4728,Open-Meteo,396.4,29.3,80,15.0,0.79,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-09-01,2024,9,Region V,Camarines Norte,14.1375,120.8241,Open-Meteo,350.6,27.3,84,25.0,0.65,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-09-01,2024,9,Region V,Camarines Sur,14.1317,121.2780,Open-Meteo,266.4,26.7,79,21.4,0.63,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-09-01,2024,9,Region IV-A,Cavite,14.3940,121.5860,Open-Meteo,302.1,27.5,79,19.6,0.82,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-09-01,2024,9,Region IV-A,Laguna,13.4130,120.6643,Open-Meteo,306.6,28.7,70,27.0,0.61,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-09-01,2024,9,Region V,Albay,13.7308,120.8581,Open-Meteo,432.1,28.9,79,22.1,0.5,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-10-01,2024,10,Region IV-A,Batangas,14.2549,120.7160,Open-Meteo,451.1,28.2,87,21.6,0.83,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-10-01,2024,10,Region IV-A,Quezon,13.8329,120.8176,Open-Meteo,368.8,27.0,83,31.0,0.56,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-10-01,2024,10,MIMAROPA,Marinduque,13.7443,121.3215,Open-Meteo,319.5,25.5,77,26.7,0.55,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-10-01,2024,10,Region V,Camarines Norte,13.4602,121.0096,Open-Meteo,399.6,29.2,74,32.3,0.56,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-10-01,2024,10,Region V,Camarines Sur,13.9006,121.3963,Open-Meteo,442.0,25.7,85,30.6,0.69,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-10-01,2024,10,Region IV-A,Cavite,13.6737,121.1255,Open-Meteo,388.3,28.7,76,17.6,0.48,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-10-01,2024,10,Region IV-A,Laguna,14.2412,121.2530,Open-Meteo,265.8,29.7,71,31.9,0.59,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-10-01,2024,10,Region V,Albay,13.9595,121.4110,Open-Meteo,426.7,29.2,70,28.7,0.52,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-11-01,2024,11,Region IV-A,Batangas,13.5728,121.4848,Open-Meteo,358.1,27.6,81,32.2,0.74,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-11-01,2024,11,Region IV-A,Quezon,14.1580,121.1686,Open-Meteo,476.2,26.5,81,32.2,0.46,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-11-01,2024,11,MIMAROPA,Marinduque,13.8430,121.0494,Open-Meteo,465.9,25.4,80,19.1,0.55,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-11-01,2024,11,Region V,Camarines Norte,14.2453,121.0045,Open-Meteo,477.3,25.9,73,26.3,0.76,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-11-01,2024,11,Region V,Camarines Sur,13.4206,120.9452,Open-Meteo,292.1,27.1,72,16.0,0.79,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-11-01,2024,11,Region IV-A,Cavite,13.5256,121.4400,Open-Meteo,360.3,27.7,84,14.3,0.58,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-11-01,2024,11,Region IV-A,Laguna,13.5561,121.0782,Open-Meteo,277.3,29.9,87,18.2,0.6,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-11-01,2024,11,Region V,Albay,14.2923,121.1932,Open-Meteo,300.6,27.0,69,32.4,0.65,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-12-01,2024,12,Region IV-A,Batangas,13.5012,121.5457,Open-Meteo,85.4,26.5,79,6.2,0.27,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-12-01,2024,12,Region IV-A,Quezon,14.3275,121.3399,Open-Meteo,21.0,27.7,70,12.0,0.01,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-12-01,2024,12,MIMAROPA,Marinduque,13.8613,120.9228,Open-Meteo,19.0,25.1,81,13.4,0.33,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-12-01,2024,12,Region V,Camarines Norte,13.7974,121.4825,Open-Meteo,75.6,27.1,87,5.1,0.17,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-12-01,2024,12,Region V,Camarines Sur,13.5323,120.6291,Open-Meteo,43.6,30.3,81,5.5,0.16,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-12-01,2024,12,Region IV-A,Cavite,13.6140,121.4190,Open-Meteo,87.6,25.2,70,9.9,0.24,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-12-01,2024,12,Region IV-A,Laguna,14.3380,121.0450,Open-Meteo,28.4,27.9,72,13.5,0.24,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-12-01,2024,12,Region V,Albay,13.6705,120.9833,Open-Meteo,44.5,26.0,87,8.5,0.2,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-01-01,2025,1,Region IV-A,Batangas,13.5073,121.4195,Open-Meteo,93.7,26.3,81,9.2,0.31,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-01-01,2025,1,Region IV-A,Quezon,13.8833,120.6518,Open-Meteo,58.9,26.2,72,9.0,0.07,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-01-01,2025,1,MIMAROPA,Marinduque,13.9559,120.7795,Open-Meteo,42.7,28.5,88,7.8,0.04,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-01-01,2025,1,Region V,Camarines Norte,13.6419,120.6992,Open-Meteo,80.0,27.4,75,8.3,0.29,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-01-01,2025,1,Region V,Camarines Sur,13.9170,121.1750,Open-Meteo,33.9,27.2,83,12.7,0.17,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-01-01,2025,1,Region IV-A,Cavite,13.5762,121.3142,Open-Meteo,86.2,29.6,74,11.0,0.33,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-01-01,2025,1,Region IV-A,Laguna,14.2529,120.8424,Open-Meteo,59.5,27.8,81,14.3,0.26,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-01-01,2025,1,Region V,Albay,13.6783,121.3260,Open-Meteo,63.8,29.0,85,7.7,0.13,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-02-01,2025,2,Region IV-A,Batangas,14.3182,120.9864,Open-Meteo,71.0,26.5,71,12.0,0.18,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-02-01,2025,2,Region IV-A,Quezon,14.1464,120.9582,Open-Meteo,33.0,30.3,74,11.1,0.33,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-02-01,2025,2,MIMAROPA,Marinduque,13.8375,121.4648,Open-Meteo,89.4,25.2,78,8.7,0.24,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-02-01,2025,2,Region V,Camarines Norte,14.2408,120.8539,Open-Meteo,26.2,30.0,88,13.2,0.33,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-02-01,2025,2,Region V,Camarines Sur,13.4065,121.0945,Open-Meteo,89.9,26.7,88,9.3,0.01,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-02-01,2025,2,Region IV-A,Cavite,13.7882,121.2786,Open-Meteo,27.5,25.9,73,6.8,0.03,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-02-01,2025,2,Region IV-A,Laguna,14.2867,120.9161,Open-Meteo,72.4,27.8,78,5.0,0.26,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-02-01,2025,2,Region V,Albay,14.1651,121.4212,Open-Meteo,37.7,25.4,84,7.5,0.1,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-03-01,2025,3,Region IV-A,Batangas,13.6614,120.9363,Open-Meteo,47.1,30.3,82,11.6,0.23,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-03-01,2025,3,Region IV-A,Quezon,13.7536,120.6208,Open-Meteo,86.2,29.5,76,4.6,0.35,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-03-01,2025,3,MIMAROPA,Marinduque,13.9743,120.6891,Open-Meteo,24.7,26.8,86,13.8,0.12,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-03-01,2025,3,Region V,Camarines Norte,13.9375,121.4017,Open-Meteo,31.6,29.8,69,9.6,0.13,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-03-01,2025,3,Region V,Camarines Sur,13.5796,120.8777,Open-Meteo,84.5,27.2,80,13.1,0.33,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-03-01,2025,3,Region IV-A,Cavite,14.0722,120.9510,Open-Meteo,20.1,27.8,79,7.0,0.3,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-03-01,2025,3,Region IV-A,Laguna,14.0505,121.0541,Open-Meteo,21.8,26.2,80,14.2,0.07,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-03-01,2025,3,Region V,Albay,13.9490,121.2511,Open-Meteo,33.8,25.7,85,6.8,0.24,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-04-01,2025,4,Region IV-A,Batangas,13.4539,121.5664,Open-Meteo,41.4,30.2,70,8.8,0.24,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-04-01,2025,4,Region IV-A,Quezon,14.3916,121.4874,Open-Meteo,24.2,26.0,75,10.8,0.35,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-04-01,2025,4,MIMAROPA,Marinduque,13.9174,120.7473,Open-Meteo,91.7,25.4,80,13.8,0.06,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-04-01,2025,4,Region V,Camarines Norte,13.8641,120.6737,Open-Meteo,76.1,27.6,82,8.2,0.34,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-04-01,2025,4,Region V,Camarines Sur,13.6511,120.6449,Open-Meteo,46.7,27.7,81,7.1,0.04,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-04-01,2025,4,Region IV-A,Cavite,13.7500,120.7275,Open-Meteo,49.0,26.5,77,6.9,0.21,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-04-01,2025,4,Region IV-A,Laguna,14.3661,121.3053,Open-Meteo,33.6,30.4,77,4.8,0.01,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-04-01,2025,4,Region V,Albay,13.6153,121.3431,Open-Meteo,71.5,25.4,78,5.7,0.0,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-05-01,2025,5,Region IV-A,Batangas,13.7647,120.8811,Open-Meteo,72.7,27.8,71,5.2,0.04,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-05-01,2025,5,Region IV-A,Quezon,14.3868,121.2087,Open-Meteo,37.6,29.5,86,4.9,0.02,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-05-01,2025,5,MIMAROPA,Marinduque,14.1497,120.8329,Open-Meteo,58.9,27.1,83,13.4,0.28,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-05-01,2025,5,Region V,Camarines Norte,13.7312,121.1268,Open-Meteo,92.1,28.9,80,5.2,0.21,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-05-01,2025,5,Region V,Camarines Sur,13.4521,121.3214,Open-Meteo,71.6,26.5,85,8.8,0.04,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-05-01,2025,5,Region IV-A,Cavite,13.9398,121.2093,Open-Meteo,50.9,27.3,88,8.9,0.21,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-05-01,2025,5,Region IV-A,Laguna,13.9179,121.4732,Open-Meteo,77.2,27.5,79,9.4,0.27,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-05-01,2025,5,Region V,Albay,14.3671,121.3506,Open-Meteo,56.8,25.9,73,5.2,0.28,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-06-01,2025,6,Region IV-A,Batangas,13.5637,121.4601,Open-Meteo,300.5,29.9,72,22.0,0.7,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-06-01,2025,6,Region IV-A,Quezon,13.6523,121.2796,Open-Meteo,376.5,29.2,76,17.9,0.59,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-06-01,2025,6,MIMAROPA,Marinduque,14.3755,121.0402,Open-Meteo,271.8,25.6,83,26.1,0.74,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-06-01,2025,6,Region V,Camarines Norte,13.5580,121.5400,Open-Meteo,438.4,26.8,83,15.4,0.54,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-06-01,2025,6,Region V,Camarines Sur,14.0749,121.1560,Open-Meteo,303.2,25.2,68,21.0,0.63,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-06-01,2025,6,Region IV-A,Cavite,13.8047,121.4154,Open-Meteo,346.4,27.6,85,32.1,0.68,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-06-01,2025,6,Region IV-A,Laguna,13.8575,120.9701,Open-Meteo,279.0,27.1,86,17.2,0.49,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-06-01,2025,6,Region V,Albay,13.4931,120.8663,Open-Meteo,286.5,25.3,88,19.8,0.55,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-07-01,2025,7,Region IV-A,Batangas,14.1393,121.3473,Open-Meteo,423.7,25.2,79,26.3,0.47,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-07-01,2025,7,Region IV-A,Quezon,14.3605,120.8962,Open-Meteo,282.1,26.4,85,19.0,0.56,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-07-01,2025,7,MIMAROPA,Marinduque,13.4221,120.6313,Open-Meteo,431.8,29.3,70,20.0,0.41,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-07-01,2025,7,Region V,Camarines Norte,13.6709,121.4239,Open-Meteo,396.7,27.4,81,16.7,0.5,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-07-01,2025,7,Region V,Camarines Sur,14.2198,120.6761,Open-Meteo,295.8,25.3,74,31.2,0.83,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-07-01,2025,7,Region IV-A,Cavite,14.3910,121.2207,Open-Meteo,325.7,30.2,70,18.3,0.79,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-07-01,2025,7,Region IV-A,Laguna,14.3371,120.8643,Open-Meteo,402.2,28.4,72,24.1,0.42,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-07-01,2025,7,Region V,Albay,13.6183,120.7991,Open-Meteo,368.0,25.3,70,16.0,0.76,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-08-01,2025,8,Region IV-A,Batangas,13.6777,120.8483,Open-Meteo,294.7,30.4,75,32.8,0.82,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-08-01,2025,8,Region IV-A,Quezon,13.8142,120.8162,Open-Meteo,438.0,27.4,71,19.6,0.65,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-08-01,2025,8,MIMAROPA,Marinduque,14.3027,121.4350,Open-Meteo,326.0,27.1,78,21.7,0.57,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-08-01,2025,8,Region V,Camarines Norte,13.4524,121.2046,Open-Meteo,355.9,28.7,70,28.4,0.78,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-08-01,2025,8,Region V,Camarines Sur,14.0671,121.4759,Open-Meteo,256.9,29.1,88,24.2,0.84,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-08-01,2025,8,Region IV-A,Cavite,14.3036,120.9202,Open-Meteo,434.0,26.7,69,14.3,0.65,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-08-01,2025,8,Region IV-A,Laguna,13.8473,121.2071,Open-Meteo,365.5,27.5,68,14.7,0.75,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-08-01,2025,8,Region V,Albay,13.6072,121.0812,Open-Meteo,425.2,25.4,87,24.8,0.75,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-09-01,2025,9,Region IV-A,Batangas,14.1669,120.8283,Open-Meteo,303.2,28.8,75,21.6,0.69,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
